label,frame,x_pose_0,y_pose_0,visibility_pose_0,x_pose_1,y_pose_1,visibility_pose_1,x_pose_2,y_pose_2,visibility_pose_2,x_pose_3,y_pose_3,visibility_pose_3,x_pose_4,y_pose_4,visibility_pose_4,x_pose_5,y_pose_5,visibility_pose_5,x_pose_6,y_pose_6,visibility_pose_6,x_pose_7,y_pose_7,visibility_pose_7,x_pose_8,y_pose_8,visibility_pose_8,x_pose_9,y_pose_9,visibility_pose_9,x_hand1_0,y_hand1_0,z_hand1_0,x_hand1_1,y_hand1_1,z_hand1_1,x_hand1_2,y_hand1_2,z_hand1_2,x_hand1_3,y_hand1_3,z_hand1_3,x_hand1_4,y_hand1_4,z_hand1_4,x_hand1_5,y_hand1_5,z_hand1_5,x_hand2_0,y_hand2_0,z_hand2_0,x_hand2_1,y_hand2_1,z_hand2_1,x_hand2_2,y_hand2_2,z_hand2_2,x_hand2_3,y_hand2_3,z_hand2_3,x_hand2_4,y_hand2_4,z_hand2_4,x_hand2_5,y_hand2_5,z_hand2_5
1,0,0.5841837525367737,0.3312866389751434,0.9999662637710572,0.3996540009975433,0.3306611478328705,0.9999216794967652,0.6283120512962341,0.4131979644298553,0.9536353945732116,0.3434560894966125,0.3997889757156372,0.9130420684814452,0.6443586945533752,0.4858884215354919,0.9586369395256042,0.3150536119937897,0.4146639406681061,0.965423583984375,0.5627895593643188,0.490428626537323,0.9998873472213744,0.4445379972457886,0.4966569542884826,0.9998865127563475,0.557603120803833,0.6178888082504272,0.970312774181366,0.4263346791267395,0.6321700811386108,0.8875497579574585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.5841599106788635,0.3312860429286957,0.9999389052391052,0.3993105590343475,0.3306577801704407,0.9998833537101746,0.6284485459327698,0.4132943451404571,0.9476403594017028,0.3396500945091247,0.3990131318569183,0.9103667736053468,0.6469179391860962,0.4870138466358185,0.9526386857032776,0.313548743724823,0.4092826843261719,0.9631543159484864,0.5615918636322021,0.4906806051731109,0.999803364276886,0.4439203143119812,0.4966570436954498,0.9998177886009216,0.5553233623504639,0.6207294464111328,0.9683219194412231,0.4265865981578827,0.6387618184089661,0.8875525593757629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.5842282772064209,0.3310880959033966,0.9999181628227234,0.3993640840053558,0.3306977450847626,0.9998226761817932,0.6307486295700073,0.4128659665584564,0.9441401958465576,0.3383383750915527,0.3960079550743103,0.9057631492614746,0.6502743363380432,0.4869649112224579,0.9499269127845764,0.3142083883285522,0.3989177346229553,0.9591490030288696,0.5614956021308899,0.4906806945800781,0.999707818031311,0.4439433813095093,0.4966568052768707,0.9997467398643494,0.5548400282859802,0.6219762563705444,0.9679043292999268,0.4290117621421814,0.63914555311203,0.8902043700218201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.5842319130897522,0.3310868144035339,0.9999091625213624,0.4002071321010589,0.3306976854801178,0.9998024702072144,0.6316661834716797,0.4127187430858612,0.9412255883216858,0.341913104057312,0.3931566476821899,0.9065108299255372,0.6520260572433472,0.4858294129371643,0.949005365371704,0.3149696588516235,0.3936318159103393,0.95964378118515,0.5621300935745239,0.4905447661876678,0.9996419548988342,0.4462068378925323,0.4964894950389862,0.9997003078460692,0.5544319152832031,0.621999204158783,0.9671225547790528,0.4304249286651611,0.6388159990310669,0.889811635017395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0.5848686099052429,0.3319405317306518,0.999896228313446,0.4015042781829834,0.3314100205898285,0.9997727870941162,0.6330618262290955,0.4126525521278381,0.9405803084373474,0.3329734206199646,0.3924655020236969,0.9089247584342957,0.6554316282272339,0.4856529235839844,0.9486918449401855,0.3210068047046661,0.3801150321960449,0.959453284740448,0.562763512134552,0.4905554354190826,0.9996058344841005,0.4482558071613312,0.4962179958820343,0.9996756315231324,0.554060161113739,0.6259126663208008,0.9670642018318176,0.4364567399024963,0.6384602785110474,0.8920327425003052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0.5859163403511047,0.3347907066345215,0.9998931288719176,0.405411034822464,0.3335848152637481,0.9997596144676208,0.636561393737793,0.4131285846233368,0.9412994980812072,0.3299628496170044,0.3925812244415283,0.9127894639968872,0.6620035767555237,0.4850458800792694,0.9497295618057252,0.3235310912132263,0.3768693804740906,0.9602965712547302,0.5644500255584717,0.4910776019096374,0.9996057748794556,0.4507920444011688,0.4961084127426147,0.9996700882911682,0.554596483707428,0.631734311580658,0.9664627313613892,0.4402543008327484,0.6383002996444702,0.8930491805076599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0.5891885757446289,0.3379521071910858,0.9998880624771118,0.4094116389751434,0.3363635241985321,0.999750554561615,0.6402369141578674,0.4140822887420654,0.9406546950340272,0.3261012434959411,0.3927686512470245,0.9184865951538086,0.6683822274208069,0.4824435412883758,0.9510990977287292,0.3243041634559631,0.3817030489444732,0.9618500471115112,0.5655641555786133,0.4930469393730163,0.999607264995575,0.4531090855598449,0.4967434406280517,0.9996652603149414,0.5572085976600647,0.6409452557563782,0.9637340307235718,0.4417256712913513,0.6390291452407837,0.892547607421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0.5939850807189941,0.3405635952949524,0.9998870491981506,0.4130494594573974,0.33811816573143,0.9997590184211732,0.6448113918304443,0.4152657091617584,0.9400893449783324,0.3264894485473633,0.3949631452560425,0.9250274300575256,0.6714510321617126,0.4806857109069824,0.9523077011108398,0.3245487809181213,0.3849798738956451,0.9644364714622498,0.5691104531288147,0.4933734834194183,0.9996106624603271,0.4575523734092712,0.4966381192207336,0.9996638298034668,0.5653846263885498,0.6411348581314087,0.9625307321548462,0.445620983839035,0.637986421585083,0.8952527642250061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0.5980098843574524,0.3421750068664551,0.9998838901519777,0.4157536327838897,0.3413446545600891,0.999755859375,0.6466463208198547,0.4175512194633484,0.938458263874054,0.3272344768047333,0.4008987843990326,0.9300899505615234,0.6716547608375549,0.480208545923233,0.9522687792778016,0.3314934372901916,0.3886764645576477,0.9659411311149596,0.5735118389129639,0.4929590821266174,0.999616801738739,0.4603891670703888,0.4942441582679748,0.9996612668037416,0.5701268315315247,0.6386569142341614,0.9610836505889891,0.4472708106040954,0.6360320448875427,0.8980451226234436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0.6018089652061462,0.3426189124584198,0.9998779296875,0.4191702604293823,0.3427668809890747,0.9997409582138062,0.6495346426963806,0.417826771736145,0.9362423419952391,0.3432477414608001,0.4089851677417755,0.9326092600822448,0.6705087423324585,0.4785404205322265,0.9517897963523864,0.3428181111812591,0.3980846405029297,0.9658706188201904,0.5765811800956726,0.4930663108825683,0.9996155500411988,0.4631422162055969,0.4937993884086609,0.9996520280838012,0.5724629759788513,0.6375300288200378,0.9585195779800416,0.4515443742275238,0.6345703601837158,0.8981230854988098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
