frame,x_pose_0,y_pose_0,visibility_pose_0,x_pose_1,y_pose_1,visibility_pose_1,x_pose_2,y_pose_2,visibility_pose_2,x_pose_3,y_pose_3,visibility_pose_3,x_pose_4,y_pose_4,visibility_pose_4,x_pose_5,y_pose_5,visibility_pose_5,x_pose_6,y_pose_6,visibility_pose_6,x_pose_7,y_pose_7,visibility_pose_7,x_pose_8,y_pose_8,visibility_pose_8,x_pose_9,y_pose_9,visibility_pose_9,x_hand1_0,y_hand1_0,z_hand1_0,x_hand1_1,y_hand1_1,z_hand1_1,x_hand1_2,y_hand1_2,z_hand1_2,x_hand1_3,y_hand1_3,z_hand1_3,x_hand1_4,y_hand1_4,z_hand1_4,x_hand1_5,y_hand1_5,z_hand1_5,x_hand2_0,y_hand2_0,z_hand2_0,x_hand2_1,y_hand2_1,z_hand2_1,x_hand2_2,y_hand2_2,z_hand2_2,x_hand2_3,y_hand2_3,z_hand2_3,x_hand2_4,y_hand2_4,z_hand2_4,x_hand2_5,y_hand2_5,z_hand2_5
0,0.6228693127632141,0.6226065754890442,0.9998294115066528,0.28076979517936707,0.6236230134963989,0.997914731502533,0.6906353831291199,0.8094053864479065,0.9990091323852539,0.24435725808143616,0.8020141124725342,0.9500954151153564,0.3871297836303711,0.867315411567688,0.9894245862960815,0.17991679906845093,0.9526708722114563,0.8099940419197083,0.5352126359939575,0.8955029845237732,0.9918741583824158,0.3421272337436676,0.886105477809906,0.9880186319351196,0.5504233837127686,1.116578221321106,0.6742938160896301,0.3237491846084595,1.1036204099655151,0.4384382367134094,0.3929319381713867,0.8612391352653503,1.1924181819722435e-07,0.26296672224998474,0.9034717082977295,-0.025393791496753693,0.20397785305976868,0.9247844815254211,-0.06476142257452011,0.2355489581823349,0.9444267153739929,-0.06604088842868805,0.27587541937828064,0.9466063380241394,-0.058868780732154846,0.29359784722328186,0.9501705765724182,-0.060093898326158524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6261715292930603,0.6222459673881531,0.9998265504837036,0.28072917461395264,0.627519965171814,0.9979544878005981,0.691509485244751,0.8100367784500122,0.9989511966705322,0.24248795211315155,0.8211570978164673,0.9516547322273254,0.3871244490146637,0.8468877077102661,0.9897944927215576,0.17565104365348816,0.9701655507087708,0.8194341659545898,0.5371262431144714,0.9310464262962341,0.9924289584159851,0.33906006813049316,0.9238511323928833,0.9888188242912292,0.5539711117744446,1.1513965129852295,0.6274362802505493,0.3208443820476532,1.1429792642593384,0.4084452986717224,0.3956165909767151,0.8431729674339294,-1.501975361861696e-07,0.2731471359729767,0.8776730895042419,0.0075719160959124565,0.23373475670814514,0.8876789212226868,-0.02018025517463684,0.26021555066108704,0.888798177242279,-0.018573125824332237,0.2717688977718353,0.8926189541816711,-0.014722408726811409,0.2776440680027008,0.9027913212776184,-0.02327750436961651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.6265762448310852,0.6221839189529419,0.999835193157196,0.2805979549884796,0.6300039291381836,0.9980629682540894,0.6926941871643066,0.8096208572387695,0.998964250087738,0.24039605259895325,0.8300431370735168,0.9525604844093323,0.3871230483055115,0.8422472476959229,0.9902462959289551,0.17568433284759521,0.9742638468742371,0.8233790397644043,0.5400300621986389,0.9436894655227661,0.992680549621582,0.3344291150569916,0.9372766613960266,0.9892561435699463,0.5539211630821228,1.1694090366363525,0.5812925696372986,0.30728551745414734,1.1545194387435913,0.3806164860725403,0.3965146243572235,0.8325867056846619,-1.381799989985666e-07,0.25198274850845337,0.8623462319374084,-0.011507274582982063,0.22059965133666992,0.8817819952964783,-0.04518978297710419,0.2531173825263977,0.88751220703125,-0.04271988198161125,0.2688405215740204,0.8930271863937378,-0.03649180755019188,0.27005988359451294,0.9030308127403259,-0.04508046805858612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.6267389059066772,0.6223470568656921,0.9998446702957153,0.28063857555389404,0.6303406953811646,0.9981868863105774,0.6933425068855286,0.810682475566864,0.9989756941795349,0.2376200258731842,0.8269633650779724,0.9510658383369446,0.3809671401977539,0.8251183032989502,0.9904673099517822,0.17575757205486298,0.9716351628303528,0.81406170129776,0.5437942147254944,0.9467065930366516,0.9923847913742065,0.3326553404331207,0.9404282569885254,0.9889528751373291,0.5558707118034363,1.1745271682739258,0.5331808924674988,0.30803221464157104,1.160760521888733,0.3491029143333435,0.39429524540901184,0.8186149001121521,-3.1060952210282267e-07,0.21973928809165955,0.8248509168624878,-0.00962822511792183,0.24720026552677155,0.8457457423210144,-0.03936537727713585,0.26136404275894165,0.8539240956306458,-0.039476193487644196,0.27049440145492554,0.8591563105583191,-0.033437564969062805,0.26120513677597046,0.8668668866157532,-0.0405152253806591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.6266321539878845,0.6221436262130737,0.9998552203178406,0.2777599096298218,0.6305849552154541,0.9983304142951965,0.696752667427063,0.8107137680053711,0.998968780040741,0.23097257316112518,0.8244370818138123,0.9504107236862183,0.38291576504707336,0.8120036125183105,0.9904309511184692,0.1753261834383011,0.969927966594696,0.8042680621147156,0.5480797290802002,0.9437346458435059,0.9913409352302551,0.3297814130783081,0.9385334849357605,0.9874643087387085,0.5554261803627014,1.1708481311798096,0.49633556604385376,0.30818408727645874,1.1636651754379272,0.3212595283985138,0.3883429765701294,0.8044649958610535,-2.9181194349803263e-07,0.21371246874332428,0.811416745185852,-0.005485645495355129,0.22746068239212036,0.8235924243927002,-0.027607357129454613,0.2391825020313263,0.8312237858772278,-0.028859006240963936,0.24902291595935822,0.837011992931366,-0.023009799420833588,0.24562209844589233,0.8398813009262085,-0.031057100743055344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.62552410364151,0.6217145323753357,0.9998621940612793,0.2744486629962921,0.6315968036651611,0.9984586238861084,0.6980125308036804,0.8107199668884277,0.998909056186676,0.22552232444286346,0.8235043287277222,0.949686586856842,0.3830982744693756,0.8032011985778809,0.9901900291442871,0.1734645515680313,0.9691276550292969,0.8001459836959839,0.5498361587524414,0.9417781233787537,0.9901136755943298,0.3243526220321655,0.9364364743232727,0.986265242099762,0.5558879971504211,1.169373631477356,0.4651133120059967,0.30940312147140503,1.1650830507278442,0.2965400815010071,0.38681966066360474,0.7921390533447266,-3.453554597854236e-07,0.22073549032211304,0.7961248159408569,-0.012472822330892086,0.2621309161186218,0.7962810397148132,-0.03011215850710869,0.26637452840805054,0.8051159977912903,-0.02920260652899742,0.2707468569278717,0.8141908049583435,-0.02360302396118641,0.24859696626663208,0.8227812051773071,-0.03204859420657158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.6188123226165771,0.6209467649459839,0.9998721480369568,0.27152711153030396,0.6324142217636108,0.9985926747322083,0.6990377306938171,0.8087230920791626,0.9989165663719177,0.22025883197784424,0.822262704372406,0.9508447647094727,0.40259167551994324,0.7949405312538147,0.9906162023544312,0.17344854772090912,0.9672671556472778,0.8101255893707275,0.5497996211051941,0.9403778910636902,0.9898264408111572,0.3204673230648041,0.9367409348487854,0.9861322045326233,0.5558889508247375,1.166465401649475,0.4293232262134552,0.30999019742012024,1.1625280380249023,0.27200961112976074,0.39862653613090515,0.7846305966377258,-3.6088806609768653e-07,0.2305963784456253,0.7898939251899719,-0.015008388087153435,0.2713243067264557,0.786493182182312,-0.02945433184504509,0.27771154046058655,0.7973661422729492,-0.031783897429704666,0.2812488377094269,0.8077938556671143,-0.030022330582141876,0.2611851990222931,0.8118473291397095,-0.039683155715465546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.611527144908905,0.6205958127975464,0.9998825788497925,0.26822513341903687,0.6332027316093445,0.9987151622772217,0.7013600468635559,0.80717533826828,0.9989567995071411,0.21663044393062592,0.8213204741477966,0.9509373903274536,0.4188261032104492,0.7891675233840942,0.9912331104278564,0.1733977049589157,0.9645838737487793,0.8201256990432739,0.5489455461502075,0.9403800368309021,0.9901996850967407,0.31608814001083374,0.9368982911109924,0.9865241050720215,0.5538325309753418,1.1663775444030762,0.39779356122016907,0.3105003535747528,1.164709210395813,0.24974344670772552,0.42140454053878784,0.7796776294708252,-4.204779884275922e-07,0.24991555511951447,0.7834396958351135,-0.01350796315819025,0.30432960391044617,0.7767090201377869,-0.02988342195749283,0.31184664368629456,0.7837534546852112,-0.032366592437028885,0.3247782289981842,0.7934978604316711,-0.029088379815220833,0.2843317687511444,0.8055543899536133,-0.04178101569414139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.6036428213119507,0.6188721060752869,0.9998931288719177,0.2594137191772461,0.6341928243637085,0.9988352060317993,0.7150780558586121,0.8066227436065674,0.9990196824073792,0.21253255009651184,0.8242225050926208,0.9524336457252502,0.4385758936405182,0.7792077660560608,0.9918785691261292,0.17172442376613617,0.967854917049408,0.8289338946342468,0.5489763617515564,0.9409337639808655,0.9900485873222351,0.31646594405174255,0.9400603771209717,0.9863704442977905,0.5543220639228821,1.168171763420105,0.3686186671257019,0.31378793716430664,1.1705429553985596,0.22903944551944733,0.4488494396209717,0.7762522101402283,-4.308342624881334e-07,0.2742786109447479,0.7788704037666321,-0.015767309814691544,0.3303123116493225,0.7703965902328491,-0.03853170573711395,0.3369685411453247,0.7773907780647278,-0.036566514521837234,0.3493112623691559,0.7871226668357849,-0.03340241685509682,0.3174527585506439,0.7947397232055664,-0.04428761079907417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.5988099575042725,0.6182083487510681,0.9999027252197266,0.24893216788768768,0.6364575028419495,0.9989281296730042,0.7211042642593384,0.8040509819984436,0.9990823864936829,0.20787669718265533,0.8240454792976379,0.9534083008766174,0.4640129506587982,0.7735037803649902,0.9925363659858704,0.16880632936954498,0.9701936841011047,0.833359956741333,0.5491614937782288,0.9413893222808838,0.9899961948394775,0.31593579053878784,0.9423224329948425,0.9861091375350952,0.5594176054000854,1.1699209213256836,0.33713990449905396,0.3141435980796814,1.172528624534607,0.2089112401008606,0.4796563684940338,0.7698386907577515,-4.2121175169995695e-07,0.29762133955955505,0.7761467099189758,-0.019231662154197693,0.3609018623828888,0.7639523148536682,-0.04457562044262886,0.3710794150829315,0.7702794075012207,-0.03885939344763756,0.38556423783302307,0.7810232639312744,-0.03481756150722504,0.3580591380596161,0.7904077172279358,-0.04883510619401932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
