label,frame,x_pose_0,y_pose_0,visibility_pose_0,x_pose_1,y_pose_1,visibility_pose_1,x_pose_2,y_pose_2,visibility_pose_2,x_pose_3,y_pose_3,visibility_pose_3,x_pose_4,y_pose_4,visibility_pose_4,x_pose_5,y_pose_5,visibility_pose_5,x_pose_6,y_pose_6,visibility_pose_6,x_pose_7,y_pose_7,visibility_pose_7,x_pose_8,y_pose_8,visibility_pose_8,x_pose_9,y_pose_9,visibility_pose_9,x_hand1_0,y_hand1_0,z_hand1_0,x_hand1_1,y_hand1_1,z_hand1_1,x_hand1_2,y_hand1_2,z_hand1_2,x_hand1_3,y_hand1_3,z_hand1_3,x_hand1_4,y_hand1_4,z_hand1_4,x_hand1_5,y_hand1_5,z_hand1_5,x_hand2_0,y_hand2_0,z_hand2_0,x_hand2_1,y_hand2_1,z_hand2_1,x_hand2_2,y_hand2_2,z_hand2_2,x_hand2_3,y_hand2_3,z_hand2_3,x_hand2_4,y_hand2_4,z_hand2_4,x_hand2_5,y_hand2_5,z_hand2_5
0,0,0.761910080909729,0.4566108584403991,0.999869465827942,0.2789262533187866,0.4652431905269623,0.9996365308761596,0.7852429151535034,0.6812828183174133,0.9849008321762084,0.242383524775505,0.6821684837341309,0.9596728682518004,0.8475695848464966,0.6907050609588623,0.9954565763473512,0.1965384483337402,0.7066037058830261,0.986254096031189,0.6298062205314636,0.8306389451026917,0.9980846643447876,0.3581009805202484,0.832568347454071,0.9983934760093688,0.6425970196723938,1.087553858757019,0.2481476068496704,0.3349539041519165,1.087714910507202,0.1996498107910156,0.1895206868648529,0.7274209260940552,5.001205636290251e-07,0.2534607350826263,0.7481284141540527,-0.1275330334901809,0.2007181793451309,0.6296491026878357,-0.1326540261507034,0.1060108914971351,0.6377477049827576,-0.1230353489518165,0.0373037345707416,0.6469096541404724,-0.1348577737808227,-0.0059290397912263,0.7011178135871887,-0.1267924010753631,0.7806927561759949,0.7052794098854065,1.0386743554136046e-07,0.9661651849746704,0.6913185715675354,-0.0344619303941726,0.9794965386390686,0.6454401612281799,-0.070893257856369,0.966801643371582,0.6374456882476807,-0.0825903266668319,0.938823103904724,0.631123960018158,-0.0968853160738945,0.8477096557617188,0.6335744261741638,-0.1014215499162674
0,1,0.7620061635971069,0.4568290710449219,0.9998748898506165,0.278405487537384,0.4629391431808471,0.9996564984321594,0.7909826040267944,0.6813119649887085,0.9852404594421388,0.2423847615718841,0.685033917427063,0.9621760845184326,0.8434109687805176,0.690194845199585,0.9953722953796388,0.2067423164844513,0.7061833143234253,0.9868063926696776,0.6311424970626831,0.8547397255897522,0.9981746077537536,0.3557760417461395,0.8535906672477722,0.9984413981437684,0.6471390128135681,1.1257051229476929,0.2419059574604034,0.3550024330615997,1.1215730905532837,0.1905901283025741,0.1944030672311782,0.7293570637702942,5.581653681474563e-07,0.233766496181488,0.7583371996879578,-0.1104671359062194,0.2105404883623123,0.6311687231063843,-0.1164258047938346,0.1177227422595024,0.6388155817985535,-0.1070946156978607,0.0425862818956375,0.6485924124717712,-0.1163175851106643,-0.000715430942364,0.7017896771430969,-0.1120320335030555,0.7655913829803467,0.6946718692779541,5.490413741426892e-07,0.7447623610496521,0.7272502183914185,-0.1434699296951294,0.9258723855018616,0.656623125076294,-0.1356538236141204,0.9487033486366272,0.6357627511024475,-0.1216015145182609,0.93499755859375,0.6357815861701965,-0.1163780763745307,0.8506549000740051,0.6651366949081421,-0.0958068221807479
0,2,0.761426568031311,0.4568371176719665,0.9998798966407776,0.2781114280223846,0.4618670046329498,0.9996758699417114,0.7908555269241333,0.6766754984855652,0.9854522943496704,0.243007943034172,0.6905009150505066,0.9647701978683472,0.834089994430542,0.6851702928543091,0.995178520679474,0.2185678035020828,0.7071871161460876,0.9873177409172058,0.6331700682640076,0.8608474731445312,0.9982500076293944,0.3546440601348877,0.8612026572227478,0.9984663724899292,0.6497103571891785,1.1357945203781128,0.228422999382019,0.3574010133743286,1.1342308521270752,0.1776516139507293,0.2024980634450912,0.7280467748641968,5.475427542478428e-07,0.2501336336135864,0.7596689462661743,-0.1195370182394981,0.2275545448064804,0.6423248648643494,-0.1298533678054809,0.1303422451019287,0.6427755951881409,-0.115578182041645,0.056265465915203,0.6475070714950562,-0.121717981994152,-0.0010781310265883,0.6987776160240173,-0.1156204268336296,0.8012519478797913,0.6985306143760681,2.21305782588388e-07,0.7534003853797913,0.6998453140258789,-0.1333129554986953,0.8183091282844543,0.6661630272865295,-0.1558031439781189,0.9128791689872742,0.639866292476654,-0.1534623354673385,0.9576053023338318,0.6462422013282776,-0.1561415344476699,0.98386949300766,0.6754844784736633,-0.1334696263074875
0,3,0.7614313960075378,0.4569020569324493,0.9998816847801208,0.2783375382423401,0.460435152053833,0.9996702671051024,0.8078499436378479,0.6725909113883972,0.9862045049667358,0.2550149857997894,0.6828880310058594,0.966788649559021,0.8251287937164307,0.6705623865127563,0.995259165763855,0.2251104712486267,0.7052732706069946,0.9876013398170472,0.6364058256149292,0.8601037859916687,0.9983693957328796,0.3551498651504516,0.8598238825798035,0.9985403418540956,0.6559464931488037,1.1341949701309204,0.2258375138044357,0.3607101142406463,1.1349793672561646,0.1703971624374389,0.2235083431005478,0.7176541686058044,-1.170055128341119e-07,0.0559013746678829,0.6815893054008484,-0.0741018876433372,0.079600341618061,0.678459107875824,-0.1151860579848289,0.1615342497825622,0.6958365440368652,-0.104214034974575,0.2383619248867035,0.7283117771148682,-0.1148138791322708,0.2815123498439789,0.7491921186447144,-0.1204574853181839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.7612753510475159,0.4568306505680084,0.9998841285705566,0.2784293591976166,0.4572353065013885,0.9996710419654846,0.8116860389709473,0.6662362217903137,0.9868566989898682,0.261418879032135,0.6725778579711914,0.9687619209289552,0.8224418759346008,0.666721761226654,0.9953340888023376,0.2269538640975952,0.7037707567214966,0.9880095720291138,0.6374959349632263,0.8583791255950928,0.9984874129295348,0.355662852525711,0.8581117987632751,0.9986239671707152,0.657240092754364,1.1320641040802002,0.2267922312021255,0.3611491918563843,1.1320765018463137,0.1673609912395477,0.2281333953142166,0.7100162506103516,2.8916116434629657e-07,0.0755036696791648,0.6705682873725891,-0.0500345565378665,0.0023205901961773,0.688225269317627,-0.0456004105508327,-0.0053247986361384,0.6926571130752563,-0.0322203934192657,0.0034652284812182,0.6932995319366455,-0.0155228013172745,0.0157858654856681,0.6944739818572998,-0.0014970150077715,0.2325699776411056,0.7188735604286194,3.7483733450471846e-08,0.0639994218945503,0.6686638593673706,-0.0906486213207244,0.0571813657879829,0.69172602891922,-0.1520357429981231,0.1639718264341354,0.7030397057533264,-0.1582358330488205,0.253363162279129,0.7380894422531128,-0.1570234596729278,0.2835226655006408,0.7501600980758667,-0.1611255556344986
0,5,0.7604666948318481,0.4554803073406219,0.9998831748962402,0.2777270972728729,0.4530872702598572,0.9996731281280518,0.8151242733001709,0.6587731838226318,0.9869838953018188,0.2229584455490112,0.6412448883056641,0.9706356525421144,0.8130942583084106,0.6431272029876709,0.9952868223190308,0.2303042262792587,0.6966126561164856,0.9874953627586364,0.6395216584205627,0.8570836186408997,0.9984084963798524,0.3553659617900848,0.856713593006134,0.9985341429710388,0.656920850276947,1.13063383102417,0.2129809558391571,0.3603380918502807,1.1311441659927368,0.1575417965650558,0.2032155245542526,0.6709783673286438,-6.452311254179222e-07,0.2996468245983124,0.749864399433136,-0.1145993918180465,0.2574503123760223,0.7834674715995789,-0.1419749706983566,0.2063755542039871,0.7788972854614258,-0.1251326203346252,0.1273038834333419,0.7403010725975037,-0.1142451390624046,0.0184743013232946,0.6938719153404236,-0.0914780795574188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,0.7587890625,0.4545780718326568,0.9998856782913208,0.2777259945869446,0.4508443474769592,0.9996829628944396,0.8184553980827332,0.6520240306854248,0.9877419471740724,0.2208684831857681,0.6290128231048584,0.972654402256012,0.811119556427002,0.6313486099243164,0.9955154061317444,0.2418953627347946,0.6900494694709778,0.9876954555511476,0.6407884955406189,0.8576094508171082,0.998445212841034,0.3543384373188019,0.856032133102417,0.9985605478286744,0.6551515460014343,1.1338461637496948,0.20389024913311,0.3600814938545227,1.134760499000549,0.1523017883300781,0.7958031892776489,0.590175211429596,1.9125711503420464e-07,0.6509572863578796,0.6883079409599304,-0.0433182679116725,0.7092717289924622,0.7337450385093689,-0.0966290086507797,0.7931978106498718,0.7348495721817017,-0.100178062915802,0.8496464490890503,0.7237681150436401,-0.1093078702688217,0.9297523498535156,0.6647206544876099,-0.1056762412190437,0.2215418517589569,0.6558206677436829,9.119828519033036e-07,0.314201146364212,0.7450856566429138,-0.0690121427178382,0.2537015080451965,0.809211015701294,-0.1281061321496963,0.1926528215408325,0.8109210133552551,-0.1339515894651413,0.152110755443573,0.797896683216095,-0.1700615733861923,0.0323230810463428,0.7087757587432861,-0.1745664775371551
0,7,0.7571689486503601,0.4545795023441314,0.999888241291046,0.2774137258529663,0.4508873522281647,0.999684512615204,0.8171713948249817,0.652238130569458,0.9884579181671144,0.2198254168033599,0.634775698184967,0.9744994640350342,0.8071112036705017,0.6284297704696655,0.995776891708374,0.2419372797012329,0.6829290390014648,0.98809415102005,0.6419820189476013,0.859240710735321,0.9985090494155884,0.3533766269683838,0.8559384942054749,0.9986042976379396,0.6548581719398499,1.138139247894287,0.1991534084081649,0.3599816262722015,1.1399109363555908,0.1484680473804474,0.7934929132461548,0.5865006446838379,4.5444417651197e-07,0.6410583853721619,0.6809970140457153,-0.0423046126961708,0.6898832321166992,0.7366024255752563,-0.0889702066779136,0.7683500051498413,0.7435270547866821,-0.0893687233328819,0.8325721025466919,0.7416776418685913,-0.099962294101715,0.9223981499671936,0.6912055611610413,-0.0997609198093414,0.2175775617361068,0.6484304070472717,5.744147415498446e-07,0.3366039097309112,0.7467142939567566,-0.0476257763803005,0.2526770532131195,0.8172681331634521,-0.0987274423241615,0.2090597003698349,0.8258711099624634,-0.1069715321063995,0.1686942279338836,0.8148170113563538,-0.120148055255413,0.0794089436531066,0.7581173777580261,-0.1155667454004287
0,8,0.7562097907066345,0.4562073051929474,0.9998921155929564,0.2751316726207733,0.4511530697345733,0.9996959567070008,0.8178933262825012,0.653908908367157,0.9892691373825072,0.2215213179588318,0.6361072063446045,0.9764283895492554,0.8035600185394287,0.625749945640564,0.9960554242134094,0.2429000586271286,0.6789265871047974,0.9887402653694152,0.6426505446434021,0.867215633392334,0.9985484480857848,0.3531126976013183,0.8615421056747437,0.9986245632171632,0.6569929122924805,1.1511813402175903,0.1887488514184951,0.3594454824924469,1.1548904180526731,0.1405169516801834,0.7982269525527954,0.5882551074028015,5.579123580901069e-07,0.6357185244560242,0.6736716032028198,-0.0337977148592472,0.6697295308113098,0.739632248878479,-0.0775772929191589,0.7455111742019653,0.7563396692276001,-0.0821931287646293,0.8092432022094727,0.7543765306472778,-0.0931412503123283,0.8928865194320679,0.7157726883888245,-0.0916296616196632,0.2172580808401107,0.6490756273269653,5.169137011762359e-07,0.3438577055931091,0.7451609373092651,-0.0334046706557273,0.2531542479991913,0.8237537145614624,-0.0760757029056549,0.2142802029848098,0.831896185874939,-0.0815975591540336,0.1807455122470855,0.8234661221504211,-0.089039646089077,0.1141184046864509,0.7918378710746765,-0.0883032158017158
0,9,0.7550532221794128,0.4571353495121002,0.9998964071273804,0.2749103903770447,0.4516216814517975,0.9996929168701172,0.8182594776153564,0.6550521850585938,0.989992082118988,0.2223523408174514,0.6373950242996216,0.9776464700698853,0.804431140422821,0.6236425042152405,0.996277928352356,0.2415889650583267,0.6808191537857056,0.9883304834365844,0.6442106366157532,0.8681586384773254,0.9985619187355042,0.3533007800579071,0.8622155785560608,0.9986024498939514,0.6568840146064758,1.1509933471679688,0.1811910718679428,0.3597565591335296,1.15451180934906,0.1343335062265396,0.8097768425941467,0.5931554436683655,5.185713689570548e-07,0.644679069519043,0.6666266322135925,-0.0233028102666139,0.6493274569511414,0.7379134297370911,-0.0661626011133194,0.7262212038040161,0.7597116827964783,-0.0708255246281623,0.7789912819862366,0.764561116695404,-0.0809022635221481,0.8682182431221008,0.7395662665367126,-0.0843288823962211,0.2153335809707641,0.648637056350708,4.037955250169034e-07,0.3485270142555237,0.7432314157485962,-0.0201314650475978,0.2485243678092956,0.8221375942230225,-0.0456140860915184,0.2067701965570449,0.8289623856544495,-0.0480803325772285,0.1806583404541015,0.8265774846076965,-0.0562278032302856,0.1328108161687851,0.8037458062171936,-0.0566938109695911
